,tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres
41833,tt0031947,movie,Society Smugglers,1939,70,"Action,Crime,Drama"
41834,tt0033848,movie,The Lone Wolf Keeps a Date,1940,65,"Comedy,Crime,Drama"
41835,tt0033849,movie,The Lone Wolf Takes a Chance,1941,74,"Drama,Mystery"
41836,tt0034032,movie,The Pittsburgh Kid,1941,76,"Action,Drama,Sport"
41837,tt0034402,movie,World Premiere,1941,71,Comedy
41838,tt0034832,movie,Heart of the Golden West,1942,65,Western
41839,tt0035396,movie,Sunset Serenade,1942,58,Western
41840,tt0037107,movie,My Best Gal,1944,67,"Comedy,Drama,Music"
41841,tt0038434,movie,Criminal Court,1946,60,"Crime,Drama"
41842,tt0038826,movie,Pardon My Past,1945,88,"Action,Comedy,Romance"
41843,tt0040095,movie,Angel on the Amazon,1948,86,"Adventure,Romance"
41844,tt0041165,movie,The Beautiful Blonde from Bashful Bend,1949,77,"Comedy,Western"
41845,tt0048351,movie,The Marauders,1955,81,Western
41846,tt0049663,movie,The Rawhide Years,1956,85,Western
41847,tt0050858,movie,The Pride and the Passion,1957,132,"Action,Adventure,Drama"
41848,tt0052970,movie,Killers of Kilimanjaro,1959,91,Adventure
41849,tt0100224,movie,Narrow Margin,1990,97,"Action,Crime,Thriller"
41852,tt0239395,movie,Cats & Dogs,2001,87,"Action,Adventure,Comedy"
41853,tt0307987,movie,Bad Santa,2003,92,"Comedy,Crime,Drama"
41854,tt0408524,movie,Bad News Bears,2005,113,"Comedy,Sport"
41864,tt12211768,movie,16 States,\N,\N,"Horror,Thriller"
41865,tt12745164,movie,Cats & Dogs 3: Paws Unite,2020,84,"Action,Adventure,Animation"
41875,tt1460642,movie,Pharm Girl,\N,\N,Drama
41876,tt1570627,movie,Mail-Order Groom,\N,\N,Comedy
41878,tt5337210,movie,Euro Style,\N,\N,Comedy
41879,tt6182908,movie,Smallfoot,2018,96,"Adventure,Animation,Comedy"
41880,tt7165358,movie,Untitled Joker/Harley Quinn Project,\N,\N,"Action,Adventure,Crime"
41883,tt0029344,movie,On Such a Night,1937,71,"Crime,Drama"
41901,tt0970521,movie,Turtle: The Incredible Journey,2009,79,Documentary
41925,tt15831226,movie,Tom and Jerry: Cowboy Up!,2022,71,"Adventure,Animation,Comedy"
41930,tt0047889,movie,Blood Alley,1955,110,"Action,Adventure"
41931,tt0049271,movie,"Good-bye, My Lady",1956,94,Drama
41932,tt0051840,movie,Lafayette Escadrille,1958,93,"Drama,Romance,War"
41933,tt0054795,movie,The Deadly Companions,1961,93,"Adventure,Western"
41934,tt0070106,movie,Ghost in the Noonday Sun,1974,93,"Adventure,Comedy"
41935,tt0070642,movie,"Peg Leg, Musket & Sabre",1973,92,"Adventure,Western"
41937,tt0144620,movie,Spy in the Sky!,1958,75,"Drama,Mystery,Thriller"
41939,tt0110029,movie,La hija del Puma,1994,101,Drama
41940,tt0115945,movie,A Corner of Paradise,1997,109,"Drama,Romance"
41941,tt0796206,movie,The Black Pimpernel,2007,95,"Drama,History,Romance"
41949,tt0021591,movie,Air Eagles,1931,72,"Action,Adventure,Crime"
41956,tt0023040,movie,Hypnotized,1932,58,Comedy
41958,tt0023883,movie,Cheating Blondes,1933,66,"Crime,Drama,Mystery"
41959,tt0024939,movie,By Your Leave,1934,82,Comedy
41960,tt0025077,movie,8 Girls in a Boat,1934,85,Drama
41961,tt0025154,movie,Let's Talk It Over,1934,68,"Adventure,Comedy,Music"
41962,tt0027915,movie,The Luckiest Girl in the World,1936,68,"Adventure,Comedy,Romance"
41963,tt0027930,movie,The Magnificent Brute,1936,77,"Drama,Romance"
41964,tt0028432,movie,Two in a Crowd,1936,85,Comedy
41965,tt0030771,movie,Sons of the Legion,1938,60,Drama
41966,tt0031378,movie,Golden Gloves,1940,66,"Crime,Drama,Sport"
41967,tt0031652,movie,Million Dollar Legs,1939,65,Comedy
41968,tt0031679,movie,Mr. Smith Goes to Washington,1939,129,"Comedy,Drama"
41969,tt0031723,movie,Night Work,1939,60,"Comedy,Drama"
41970,tt0031950,movie,Some Like It Hot,1939,65,"Comedy,Musical,Romance"
41971,tt0031990,movie,Sudden Money,1939,66,"Comedy,Drama,Romance"
41972,tt0032347,movie,Comin' Round the Mountain,1940,63,"Comedy,Music,Romance"
41973,tt0032456,movie,The Farmer's Daughter,1940,60,"Comedy,Music"
41974,tt0033315,movie,Adventure in Washington,1941,84,Drama
41975,tt0034880,movie,I Live on Danger,1942,73,Thriller
41976,tt0035048,movie,The Mayor of 44th Street,1942,86,Drama
41977,tt0035622,movie,Alaska Highway,1943,66,"Drama,Romance,War"
41978,tt0035993,movie,Hers to Hold,1943,94,"Drama,Musical,Romance"
41979,tt0036172,movie,The More the Merrier,1943,104,"Comedy,Romance,War"
41980,tt0036692,movie,Can't Help Singing,1944,90,"Musical,Western"
41981,tt0036962,movie,It Happened Tomorrow,1944,85,"Comedy,Fantasy"
41982,tt0037823,movie,It's in the Bag!,1945,87,Comedy
41983,tt0038773,movie,Never Say Goodbye,1946,97,Comedy
41984,tt0039483,movie,I Wonder Who's Kissing Her Now,1947,104,Musical
41985,tt0041910,movie,Special Agent,1949,71,"Crime,Drama,History"
41986,tt0044428,movie,The Blazing Forest,1952,90,"Action,Adventure,Mystery"
41987,tt0046492,movie,The Vanquished,1953,84,Western
41988,tt0075754,movie,Billy Jack Goes to Washington,1977,155,"Drama,Thriller"
42000,tt0219581,movie,La casa embrujada,1949,\N,"Comedy,Horror,Mystery"
42003,tt4452574,movie,Escape the Night,\N,\N,Action
42007,tt0028486,movie,Wedding Present,1936,81,"Comedy,Romance"
42008,tt0029777,movie,Wild Money,1937,71,"Comedy,Drama"
42009,tt0030507,movie,No Time to Marry,1938,63,Comedy
42010,tt0034920,movie,"Joe Smith, American",1942,63,"Drama,Romance,War"
42011,tt0035211,movie,The Pride of the Yankees,1942,128,"Biography,Drama,Romance"
42012,tt0037604,movie,The Clock,1945,90,"Drama,Romance"
42013,tt0042839,movie,Peppino e Violetta,1951,82,"Family,Fantasy"
42014,tt0044049,movie,Never Take No for an Answer,1951,82,Drama
42015,tt0046000,movie,Lili,1953,81,"Drama,Musical,Romance"
42016,tt0050126,movie,Bitter Victory,1957,102,"Drama,War"
42017,tt0051817,movie,Kinder der Berge,1958,99,Drama
42018,tt0051924,movie,Merry Andrew,1958,103,"Comedy,Musical,Romance"
42019,tt0052629,movie,The Big Operator,1959,91,"Crime,Drama"
42020,tt0054117,movie,Next to No Time,1958,93,Comedy
42023,tt0069113,movie,The Poseidon Adventure,1972,117,"Action,Adventure,Drama"
42026,tt0077917,movie,Matilda,1978,105,"Comedy,Crime,Family"
42028,tt0078856,movie,Beyond the Poseidon Adventure,1979,114,"Action,Adventure"
42037,tt0166506,movie,Bezumnaya Lori,1991,127,Drama
42039,tt0305179,movie,Manxmouse,1979,85,"Adventure,Animation,Family"
42040,tt0409182,movie,Poseidon,2006,98,"Action,Adventure,Thriller"
42041,tt0430606,movie,Snow Goose,\N,\N,"Drama,Fantasy"
42085,tt5151570,movie,Mrs Harris Goes to Paris,2022,92,Drama
42086,tt0039196,movie,Blaze of Noon,1947,90,"Action,Drama"
42087,tt0043957,movie,The Raging Tide,1951,93,"Crime,Drama,Film-Noir"
42088,tt0045919,movie,Island in the Sky,1953,109,"Adventure,Drama"
42089,tt0047086,movie,The High and the Mighty,1954,147,"Action,Adventure,Drama"
42090,tt0048640,movie,Soldier of Fortune,1955,96,"Adventure,Crime,Drama"
42091,tt0052326,movie,Twilight for the Gods,1958,120,"Adventure,Drama"
42092,tt0058091,movie,Fate Is the Hunter,1964,106,"Drama,Mystery,Thriller"
42093,tt0088758,movie,The Aviator,1985,96,"Adventure,Drama"
42359,tt0090056,movie,Spies Like Us,1985,102,"Adventure,Comedy"
42361,tt0096378,movie,Vibes,1988,99,"Adventure,Comedy,Romance"
42363,tt0104694,movie,A League of Their Own,1992,128,"Comedy,Drama,Sport"
42364,tt0104928,movie,Mr. Saturday Night,1992,119,"Comedy,Drama"
42366,tt0109439,movie,City Slickers II: The Legend of Curly's Gold,1994,116,"Comedy,Western"
42367,tt0109936,movie,Greedy,1994,113,Comedy
42368,tt0113097,movie,Forget Paris,1995,101,"Comedy,Romance"
42369,tt0117108,movie,Multiplicity,1996,117,"Comedy,Romance,Sci-Fi"
42371,tt0119109,movie,Fathers' Day,1997,98,"Comedy,Romance"
42373,tt0198021,movie,Where the Heart Is,2000,120,"Comedy,Drama,Romance"
42374,tt0332047,movie,Fever Pitch,2005,104,"Comedy,Drama,Romance"
42377,tt0466061,movie,Magic Kingdom for Sale,\N,\N,"Adventure,Fantasy"
42600,tt1388334,movie,Damn Yankees,\N,\N,"Comedy,Musical"
42701,tt0316732,movie,Taxi,2004,97,"Action,Comedy,Crime"
42702,tt0454987,movie,Let's Go to Prison,2006,84,"Comedy,Crime"
42703,tt0477347,movie,Night at the Museum,2006,108,"Adventure,Comedy,Family"
42710,tt1078912,movie,Night at the Museum: Battle of the Smithsonian,2009,105,"Adventure,Comedy,Family"
42729,tt1792608,movie,Rentaghost,\N,\N,Comedy
42730,tt1814904,movie,The Wee McGinty,\N,\N,"Action,Comedy"
42731,tt1825711,movie,Choose Your Own Adventure,\N,\N,Fantasy
42732,tt1937386,movie,The Machine,\N,\N,"Action,Comedy"
42733,tt2012661,movie,Tux,\N,\N,"Comedy,Fantasy"
42734,tt2091430,movie,The Cannonball Run,\N,\N,"Action,Comedy"
42735,tt2298239,movie,Action #1,\N,\N,Comedy
42736,tt2300975,movie,Jessabelle,2014,90,"Drama,Horror,Mystery"
42737,tt2692250,movie,Night at the Museum: Secret of the Tomb,2014,98,"Adventure,Comedy,Family"
42738,tt3402138,movie,The Naked Gun,\N,\N,Comedy
42739,tt3533916,movie,The Veil,2016,93,Horror
42740,tt3647858,movie,The Wheelman,\N,\N,Comedy
42741,tt3775280,movie,Families,\N,\N,Horror
42742,tt5037780,movie,The Revenger,\N,\N,"Action,Comedy"
42743,tt7130948,movie,Guinea Pigging,\N,\N,Comedy
42744,tt7208370,movie,Spooky Jack,\N,\N,"Animation,Comedy,Family"
42745,tt0046273,movie,Beauty and the Bullfighter,1954,99,Drama
42746,tt0048053,movie,Familia provisional,1958,97,\N
42747,tt0061633,movie,Strange Voyage,1964,92,"Comedy,Crime"
42748,tt0078001,movie,Una noche embarazosa,1977,\N,Comedy
42852,tt0097368,movie,The Fly II,1989,105,"Drama,Horror,Sci-Fi"
42918,tt0446013,movie,Pathfinder,2007,99,"Action,Adventure,Drama"
42919,tt0091225,movie,Howard the Duck,1986,110,"Action,Adventure,Comedy"
42922,tt0290747,movie,Man-Thing,2005,106,"Action,Adventure,Horror"
43156,tt8716054,movie,Rugrats,\N,\N,"Animation,Comedy,Crime"
43221,tt0163676,movie,The in Crowd,2000,105,"Drama,Mystery,Thriller"
43224,tt10539310,movie,Kukul,\N,\N,Comedy
43225,tt1470019,movie,A Boyfriend for My Wife,\N,\N,Comedy
43226,tt2239604,movie,Freddie & Me,\N,\N,Drama
43227,tt0104647,movie,Kuffs,1992,102,"Action,Comedy,Crime"
43228,tt0780571,movie,Mr. Brooks,2007,120,"Crime,Drama,Thriller"
43235,tt0045464,movie,"The 5, 000 Fingers of Dr. T.",1953,89,"Family,Fantasy,Music"
43282,tt0312528,movie,The Cat in the Hat,2003,82,"Adventure,Comedy,Family"
43294,tt13397652,movie,Thing One and Thing Two,\N,\N,"Animation,Fantasy"
43295,tt13397896,movie,"Oh, the Places You'll Go!",2027,\N,"Animation,Fantasy"
43308,tt2321555,movie,The Cat in the Hat,2024,\N,"Adventure,Animation,Comedy"
43309,tt2709692,movie,The Grinch,2018,85,"Adventure,Animation,Comedy"
43333,tt0830971,movie,Tag,\N,\N,"Comedy,Drama"
43337,tt1509745,movie,Lobo,\N,\N,"Action,Sci-Fi"
43341,tt1911637,movie,Happy Hunting,\N,\N,Action
43343,tt2514476,movie,Jeremiah Harm,\N,\N,"Action,Sci-Fi"
43376,tt14279120,movie,Conquistador,\N,\N,Adventure
43377,tt3347266,movie,Johnny,\N,\N,Drama
43379,tt6513318,movie,Shutter Spy,\N,\N,Drama
43381,tt7185524,movie,Rebuilding Rome,\N,\N,Drama
43383,tt9689810,movie,El Paso 1949 Bowie Bears project,\N,\N,Drama
43384,tt0045083,movie,Return of the Texan,1952,88,"Drama,Romance,Western"
43385,tt0052906,movie,Hound-Dog Man,1959,87,"Comedy,Drama"
43390,tt6241270,movie,Cinderella and the Secret Prince,2018,90,"Adventure,Animation,Family"
43391,tt0072251,movie,The Taking of Pelham One Two Three,1974,104,"Action,Crime,Thriller"
43392,tt0097626,movie,Johnny Handsome,1989,94,"Crime,Drama,Thriller"
43394,tt1111422,movie,The Taking of Pelham 1 2 3,2009,106,"Action,Crime,Thriller"
43396,tt0117740,movie,A Step Toward Tomorrow,1996,93,Drama
43397,tt0220619,movie,Little League Confidential,1994,\N,\N
43398,tt0220783,movie,Stretch,1994,\N,\N
43399,tt0295427,movie,The Master of Disguise,2002,80,"Adventure,Comedy,Family"
43400,tt0367652,movie,Deuce Bigalow: European Gigolo,2005,83,Comedy
43404,tt5226736,movie,High Finance,\N,\N,Comedy
43405,tt5425174,movie,The Three Little Stooges,\N,\N,Family
43406,tt0112602,movie,Bushwhacked,1995,90,"Adventure,Comedy,Crime"
43412,tt1717210,movie,Should've Been Romeo,2012,\N,"Comedy,Drama"
43414,tt0094593,movie,18 Again!,1988,93,"Comedy,Fantasy,Romance"
43547,tt0046928,movie,Down Three Dark Streets,1954,85,"Crime,Drama,Film-Noir"
43548,tt0047205,movie,Make Haste to Live,1954,90,"Drama,Film-Noir,Thriller"
43549,tt0055972,movie,Experiment in Terror,1962,123,"Crime,Mystery,Thriller"
43567,tt0119012,movie,Double Tap,1997,87,"Action,Crime,Drama"
43568,tt0175877,movie,Made Men,1999,91,"Action,Comedy,Thriller"
43570,tt0184894,movie,Shanghai Noon,2000,110,"Action,Adventure,Comedy"
43573,tt0284490,movie,Showtime,2002,95,"Action,Comedy,Crime"
43574,tt0300471,movie,Shanghai Knights,2003,114,"Action,Adventure,Comedy"
43706,tt0859163,movie,The Mummy: Tomb of the Dragon Emperor,2008,112,"Action,Fantasy,Horror"
43770,tt1464540,movie,I Am Number Four,2011,111,"Action,Adventure,Sci-Fi"
43821,tt3829568,movie,Captain Nemo,\N,\N,"Adventure,Fantasy"
43839,tt4685784,movie,Shanghai Dawn,\N,\N,"Action,Comedy"
43880,tt0118172,movie,Mr. Toad's Wild Ride,1996,88,"Adventure,Comedy,Family"
43946,tt1600212,movie,The Wind in the Willows,\N,\N,"Adventure,Family,Fantasy"
43978,tt2369119,movie,Mr. Toad's Wild Ride,\N,\N,"Animation,Family"
43982,tt7981864,movie,The Wind in the Willows: The Musical,2018,140,Musical
43987,tt0120631,movie,Ever After: A Cinderella Story,1998,121,"Comedy,Drama,Romance"
43988,tt0191754,movie,28 Days,2000,103,"Comedy,Drama"
43989,tt0195685,movie,Erin Brockovich,2000,131,"Biography,Drama"
43990,tt0388125,movie,In Her Shoes,2005,130,"Comedy,Drama,Romance"
43991,tt0413895,movie,Charlotte's Web,2006,97,"Adventure,Comedy,Family"
44015,tt0821642,movie,The Soloist,2009,117,"Biography,Drama,Music"
44016,tt1736316,movie,Untitled Beach Boys Project,\N,\N,"Biography,Drama,Music"
44018,tt1846816,movie,Untitled Lynn Shaw Project,\N,\N,Drama
44035,tt2304933,movie,The 5th Wave,2016,112,"Action,Adventure,Sci-Fi"
44036,tt2709654,movie,A Moment to Remember,\N,\N,"Drama,Romance"
44038,tt3978400,movie,All Summer Long,\N,\N,Musical
44039,tt4239560,movie,Enter Helen,\N,\N,Drama
44076,tt1133985,movie,Green Lantern,2011,114,"Action,Adventure,Sci-Fi"
44093,tt1781862,movie,Gods and Kings,\N,\N,"Drama,History"
44094,tt1856101,movie,Blade Runner 2049,2017,164,"Action,Drama,Mystery"
44099,tt2316204,movie,Alien: Covenant,2017,122,"Horror,Sci-Fi,Thriller"
44100,tt3315342,movie,Logan,2017,137,"Action,Drama,Sci-Fi"
44101,tt3402236,movie,Murder on the Orient Express,2017,114,"Crime,Drama,Mystery"
44121,tt7657566,movie,Death on the Nile,2022,127,"Crime,Drama,Mystery"
44122,tt0059470,movie,Morituri,1965,123,"Action,Drama,Thriller"
44123,tt0065214,movie,The Wild Bunch,1969,145,"Action,Adventure,Western"
44124,tt0076740,movie,Sorcerer,1977,121,"Adventure,Drama,Thriller"
44125,tt0077275,movie,The Brink's Job,1978,104,"Comedy,Crime,Drama"
44126,tt0083678,movie,The Border,1982,108,"Crime,Drama"
44127,tt0086567,movie,WarGames,1983,114,"Action,Drama,Sci-Fi"
44128,tt0091981,movie,Solarbabies,1986,94,"Action,Adventure,Drama"
44129,tt0100502,movie,RoboCop 2,1990,117,"Action,Crime,Sci-Fi"
44131,tt0116213,movie,Eraser,1996,115,"Action,Crime,Thriller"
44132,tt0120699,movie,The Hi-Lo Country,1998,114,"Drama,Romance,Western"
44192,tt1727779,movie,Cicero,\N,\N,Biography
44194,tt2028582,movie,The Wild Bunch,2022,\N,Western
44254,tt0063459,movie,The Private Navy of Sgt. O'Farrell,1968,92,"Comedy,War"
44492,tt0029658,movie,They Won't Forget,1937,95,"Drama,Film-Noir,Mystery"
44493,tt0029172,movie,Love in a Bungalow,1937,67,"Comedy,Romance"
44494,tt0029664,movie,Thoroughbreds Don't Cry,1937,80,"Comedy,Drama,Music"
44495,tt0029673,movie,Time Out for Romance,1937,72,"Adventure,Comedy"
44496,tt0029759,movie,When Love Is Young,1937,76,Comedy
44497,tt0029942,movie,Boys Town,1938,96,"Biography,Drama,Family"
44498,tt0031762,movie,Only Angels Have Wings,1939,121,"Adventure,Drama,Romance"
44499,tt0031970,movie,St. Louis Blues,1939,92,"Comedy,Musical"
44500,tt0031986,movie,Street of Missing Men,1939,65,Drama
44501,tt0033404,movie,Blondie in Society,1941,76,"Comedy,Family"
44502,tt0033741,movie,I Wanted Wings,1941,135,"Drama,War"
44503,tt0036038,movie,In Old Oklahoma,1943,102,Western
44504,tt0036916,movie,"Hi, Beautiful",1944,68,"Comedy,Music,Romance"
44505,tt0037946,movie,Nob Hill,1945,95,"Drama,Musical"
44506,tt0040865,movie,Tenth Avenue Angel,1948,74,Drama
44507,tt0048130,movie,"Good Morning, Miss Dove",1955,107,Drama
44508,tt0048337,movie,A Man Called Peter,1955,119,"Biography,Drama,Family"
44509,tt0052918,movie,Imitation of Life,1959,125,Drama
44510,tt0054653,movie,Back Street,1961,107,Drama
44511,tt0058428,movie,One Man's Way,1964,105,Drama
44515,tt0007361,movie,Snow White,1916,63,"Fantasy,Romance"
44516,tt0007669,movie,The Babes in the Woods,1917,50,"Drama,Family,Fantasy"
44522,tt0046017,movie,Snow White and the 7 Dudes,1953,69,"Comedy,Musical"
44523,tt0046300,movie,The Seven Ravens,1937,53,"Animation,Fantasy"
44524,tt0046996,movie,Mother Holly,1954,90,"Family,Fantasy"
44525,tt0047103,movie,Hansel and Gretel,1954,54,"Family,Fantasy"
44526,tt0047843,movie,Cinderella,1955,72,"Comedy,Family,Fantasy"
44527,tt0048010,movie,Sleeping Beauty,1955,82,"Family,Fantasy,Musical"
44528,tt0048114,movie,Der gestiefelte Kater,1955,67,"Family,Fantasy,Romance"
44529,tt0048569,movie,Rumpelstiltskin,1955,82,"Family,Fantasy"
44530,tt0048590,movie,Snow White and Rose Red,1955,62,"Family,Fantasy,Romance"
44531,tt0048591,movie,Snow White and the Seven Dwarfs,1955,76,"Family,Fantasy,Musical"
44532,tt0048710,movie,Der Teufel mit den drei goldenen Haaren,1955,85,"Family,Fantasy"
44533,tt0049299,movie,The Shoemaker,1956,75,"Family,Fantasy"
44534,tt0050472,movie,The Goose Girl,1957,78,"Family,Fantasy"
44535,tt0052199,movie,The Singing Ringing Tree,1957,74,"Adventure,Family,Fantasy"
44536,tt0052427,movie,Tom Thumb,1958,98,"Family,Fantasy,Musical"
44537,tt0055121,movie,The Magic Fountain,1961,85,Fantasy
44538,tt0059372,movie,King Thrushbeard,1965,74,Fantasy
44539,tt0064394,movie,The New Adventures of Snow White,1969,91,"Comedy,Horror"
44540,tt0065212,movie,Wie heiratet man einen König,1969,74,Family
44541,tt0067012,movie,Sleeping Beauty,1971,71,"Family,Fantasy"
44542,tt0069240,movie,Sechse kommen durch die Welt,1972,69,"Adventure,Family,Fantasy"
44546,tt0084535,movie,Der Prinz hinter den sieben Meeren,1982,87,"Adventure,Family,Fantasy"
44547,tt0086160,movie,Puss 'N Boots Travels Around the World,1976,68,"Adventure,Animation,Comedy"
44548,tt0087580,movie,King Thrushbeard,1984,90,"Comedy,Drama,Fantasy"
44549,tt0089800,movie,The Feather Fairy,1985,90,"Comedy,Fantasy,Romance"
44551,tt0093052,movie,Froschkönig,1988,65,"Fantasy,Romance"
44552,tt0093144,movie,Hansel and Gretel,1988,84,"Family,Fantasy,Musical"
44553,tt0093831,movie,Red Riding Hood,1988,81,"Adventure,Family,Fantasy"
44554,tt0093891,movie,Rumpelstiltskin,1987,84,"Family,Fantasy,Musical"
44555,tt0093999,movie,Snow White,1987,85,"Family,Fantasy,Musical"
44556,tt0095210,movie,Die Geschichte von der Gänseprinzessin und ihrem treuen Pferd Falada,1989,79,"Family,Fantasy"
44557,tt0096742,movie,Town Musicians of Bremen,1989,86,"Adventure,Animation,Comedy"
44559,tt0099175,movie,Sedem jednou ranou,1991,95,Fantasy
44560,tt0100626,movie,Sleeping Beauty,1990,94,"Adventure,Fantasy"
44561,tt0101922,movie,The Frog Prince,1991,90,Fantasy
44563,tt0119227,movie,Snow White: A Tale of Terror,1997,100,"Adventure,Fantasy,Horror"
44564,tt0121641,movie,Sleeping Beauty,1949,99,"Family,Fantasy,Romance"
44566,tt0127521,movie,"The Donkey, the Table & the Stick",1956,79,"Family,Fantasy"
44567,tt0131650,movie,The Wolf and the Seven Little Goats,1957,57,"Animation,Family,Fantasy"
44568,tt0140096,movie,Hans im Glück,1949,76,Musical
